Pin E37 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_8p, CAD=io/lvds2m_8p/dq5.
Pin C38 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_9n, CAD=io/lvds2m_9n/dq5.
Pin D38 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_9p, CAD=io/lvds2m_9p/dq5.
Pin D39 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_10n, CAD=io/pll_2m_clkout1n/lvds2m_10n/dqsn5.
Pin C39 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_10p, CAD=pll_2m_clkout1p/pll_2m_clkout1/pll_2l_fbn/dqs5.
Pin B40 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_11n, CAD=io/lvds2m_11n/dq5.
Pin A40 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_11p, CAD=io/rzq_2m/lvds2m_11p/dq5.
Pin B41 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_12n, CAD=io/clk_2m_1n/lvds2m_12n/dq5.
Pin A42 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_12p, CAD=io/clk_2m_1p/lvds2m_12p/dq5.
Pin N35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_13n, CAD=io/clk_2m_0n/lvds2m_13n/dq6.
Pin M35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_13p, CAD=io/clk_2m_0p/lvds2m_13p/dq6.
Pin P34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_14n, CAD=io/lvds2m_14n/dq6.
Pin N34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_14p, CAD=io/lvds2m_14p/dq6.
Pin K34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_15n, CAD=io/pll_2m_clkout0n/lvds_15n/dq6.
Pin L34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_15p, CAD=io/pll_2m_clkout0p/lvds_15p/dq6.
Pin K35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_16n, CAD=io/lvds2m_16n/dqsn6.
Pin L35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_16p, CAD=io/lvds2m_16p/dqs6.
Pin H35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_17n, CAD=io/lvds2m_17n/dq6.
Pin G35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_17p, CAD=io/lvds2m_17p/dq6.
Pin J34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_18n, CAD=io/lvds2m_18n/dq6.
Pin H34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_18p, CAD=io/lvds2m_18p/dq6.
Pin A39 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_19n, CAD=io/lvds2m_19n/dq7.
Pin A38 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_19p, CAD=io/lvds2m_19p/dq7.
Pin B38 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_20n, CAD=io/lvds2m_20n/dq7.
Pin B37 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_20p, CAD=io/lvds2m_20p/dq7.
Pin A37 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_21n, CAD=io/lvds2m_21n/dq7.
Pin B36 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_21p, CAD=io/lvds2m_21p/dq7.
Pin D36 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_22n, CAD=io/lvds2m_22n/dqsn7.
Pin C36 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_22p, CAD=io/lvds2m_22p/dqs7.
Pin E35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_23n, CAD=io/lvds2m_23n/dq7.
Pin E36 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_23p, CAD=io/lvds2m_23p/dq7.
Pin F35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_24n, CAD=io/lvds2m_24n/dq7.
Pin F34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2m_24p, CAD=io/lvds2m_24p/dq7.
Pin R31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_1n, CAD=io/lvds2l_1n/dq8.
Pin P31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_1p, CAD=io/lvds2l_1p/dq8.
Pin R32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_2n, CAD=io/lvds2l_2n/dq8.
Pin P32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_2p, CAD=io/lvds2l_2p/dq8.
Pin T32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_3n, CAD=io/lvds2l_3n/dq8.
Pin T33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_3p, CAD=io/lvds2l_3p/dq8.
Pin N31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_4n, CAD=io/lvds2l_4n/dqsn8.
Pin M31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_4p, CAD=io/lvds2l_4p/dqs8.
Pin P33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_5n, CAD=io/lvds2l_5n/dq8.
Pin N33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_5p, CAD=io/lvds2l_5p/dq8.
Pin M33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_6n, CAD=io/lvds2l_6n/dq8.
Pin L33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_6p, CAD=io/lvds2l_6p/dq8.
Pin L32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_7n, CAD=io/lvds2l_7n/dq9.
Pin M32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_7p, CAD=io/lvds2l_7p/dq9.
Pin J32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_8n, CAD=io/lvds2l_8n/dq9.
Pin K32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_8p, CAD=io/lvds2l_8p/dq9.
Pin J33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_9n, CAD=io/lvds2l_9n/dq9.
Pin H33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_9p, CAD=io/lvds2l_9p/dq9.
Pin F33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_10n, CAD=io/pll_2l_clkout1n/lvds2l_10n/dqsn9.
Pin G33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_10p, CAD=pll_2l_clkout1p/pll_2l_clkout1/pll_2l_fb1/dqs9.
Pin C35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_11n, CAD=io/lvds2l_11n/dq9.
Pin C34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_11p, CAD=io/rzq_2l/lvds2l_11p/dq9.
Pin E34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_12n, CAD=io/clk_2l_1n/lvds2l_12n/dq9.
Pin D34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_12p, CAD=io/clk_2l_1p/lvds2l_12p/dq9.
Pin G32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_13n, CAD=io/clk_2l_0n/lvds2l_12n/dq10.
Pin F32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_13p, CAD=io/clk_2l_0p/lvds2l_12p/dq10.
Pin H31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_14n, CAD=io/lvds2l_14n/dq10.
Pin G31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_14p, CAD=io/lvds2l_14p/dq10.
Pin C33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_15n, CAD=io/pll_2l_clkout0n/lvds2l_15n/dq10.
Pin D33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_15p, CAD=io/pll_2l_clkout0p/pll_2l_clkout0/pll_2l_fbp/lvds2l_15p/dq10.
Pin E32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_16n, CAD=io/lvds2l_16n/dqsn10.
Pin D32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_16p, CAD=io/lvds2l_16p/dqs10.
Pin K31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_17n, CAD=io/lvds2l_17n/dq10.
Pin J31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_17p, CAD=io/lvds2l_17p/dq10.
Pin B32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_18n, CAD=io/lvds2l_18n/dq10.
Pin B33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_18p, CAD=io/lvds2l_18p/dq10.
Pin A34 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_19n, CAD=io/lvds2l_19n/dq11.
Pin A33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_19p, CAD=io/lvds2l_19p/dq11.
Pin B35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_20n, CAD=io/lvds2l_20n/dq11.
Pin A35 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_20p, CAD=io/lvds2l_20p/dq11.
Pin E31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_21n, CAD=io/lvds2l_21n/dq11.
Pin D31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_21p, CAD=io/lvds2l_21p/dq11.
Pin A32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_22n, CAD=io/lvds2l_22n/dqsn11.
Pin B31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_22p, CAD=io/lvds2l_22p/dqs11.
Pin A30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_23n, CAD=io/lvds2l_23n/dq11.
Pin B30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_23p, CAD=io/lvds2l_23p/dq11.
Pin C31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_24n, CAD=io/lvds2l_24n/dq11.
Pin C30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2l_24p, CAD=io/lvds2l_24p/dq11.
Pin P29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_1n, CAD=io1.
Pin N29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_1p, CAD=io2.
Pin R29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_2n, CAD=io3.
Pin R30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_2p, CAD=io4.
Pin L30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_3n, CAD=io5.
Pin K30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_3p, CAD=io6.
Pin L29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_4n, CAD=io7.
Pin K29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_4p, CAD=io8.
Pin J29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_5n, CAD=io9.
Pin H29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_5p, CAD=io10.
Pin N30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_6n, CAD=io11.
Pin M30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_6p, CAD=io12.
Pin F30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_7n, CAD=io13.
Pin E30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_7p, CAD=io14.
Pin H30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_8n, CAD=io15.
Pin G30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_8p, CAD=io16.
Pin D29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_9n, CAD=io17.
Pin C29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_9p, CAD=io18.
Pin F29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_10n, CAD=io19.
Pin E29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_10p, CAD=io20.
Pin A29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_11n, CAD=io21.
Pin A28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_11p, CAD=io22.
Pin B28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_12n, CAD=io23.
Pin C28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2k_12p, CAD=io24.
Pin BL22 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_13n, CAD=io25.
Pin BL23 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_13p, CAD=io26.
Pin BK22 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_14n, CAD=io27.
Pin BJ22 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_14p, CAD=io28.
Pin BH23 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_15n, CAD=io29.
Pin BJ23 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_15p, CAD=io30.
Pin BG23 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_16n, CAD=io31.
Pin BF23 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_16p, CAD=io32.
Pin BF24 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_17n, CAD=io33.
Pin BE24 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_17p, CAD=io34.
Pin BH25 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_18n, CAD=io35.
Pin BH24 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_18p, CAD=io36.
Pin BE25 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_19n, CAD=io37.
Pin BE26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_19p, CAD=io38.
Pin BF25 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_20n, CAD=io39.
Pin BG25 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_20p, CAD=io40.
Pin BB27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_21n, CAD=io41.
Pin BB26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_21p, CAD=io42.
Pin BD26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_22n, CAD=io43.
Pin BC26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_22p, CAD=io44.
Pin AW27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_23n, CAD=io45.
Pin AW28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_23p, CAD=io46.
Pin BA27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_24n, CAD=io47.
Pin AY27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2f_24p, CAD=io48.
Pin BL24 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_1n, CAD=io1.
Pin BL25 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_1p, CAD=io2.
Pin BJ24 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_2n, CAD=io3.
Pin BK24 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_2p, CAD=io4.
Pin BH26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_3n, CAD=io5.
Pin BJ26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_3p, CAD=io6.
Pin BK25 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_4n, CAD=io7.
Pin BK26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_4p, CAD=io8.
Pin BF27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_5n, CAD=io9.
Pin BE27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_5p, CAD=io10.
Pin BG27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_6n, CAD=io11.
Pin BG26 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_6p, CAD=io12.
Pin BL27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_7n, CAD=io13.
Pin BL28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_7p, CAD=io14.
Pin BJ27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_8n, CAD=io15.
Pin BK27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_8p, CAD=io16.
Pin BF28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_9n, CAD=io17.
Pin BG28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_9p, CAD=io18.
Pin BH28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_10n, CAD=io19.
Pin BJ28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_10p, CAD=io20.
Pin BB28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_11n, CAD=io21.
Pin BC28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_11p, CAD=io22.
Pin BD27 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_12n, CAD=io23.
Pin BD28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_12p, CAD=io24.
Pin BC29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_13n, CAD=io25.
Pin BD29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_13p, CAD=io26.
Pin BA29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_14n, CAD=io27.
Pin BA28 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_14p, CAD=io28.
Pin BH29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_15n, CAD=io29.
Pin BJ29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_15p, CAD=io30.
Pin BE29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_16n, CAD=io31.
Pin BF29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_16p, CAD=io32.
Pin BL30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_17n, CAD=io33.
Pin BK30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_17p, CAD=io34.
Pin BL29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_18n, CAD=io35.
Pin BK29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_18p, CAD=io36.
Pin BE30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_19n, CAD=io37.
Pin BF30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_19p, CAD=io38.
Pin BG30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_20n, CAD=io39.
Pin BH30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_20p, CAD=io40.
Pin BA30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_21n, CAD=io41.
Pin AY30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_21p, CAD=io42.
Pin BC30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_22n, CAD=io43.
Pin BB30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_22p, CAD=io44.
Pin AV29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_23n, CAD=io45.
Pin AV30 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_23p, CAD=io46.
Pin AY29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_24n, CAD=io47.
Pin AW29 name differs in MANUFACTURER and CAD pinout files MAN=lvds2c_24p, CAD=io48.
Pin BC31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_1n, CAD=io1.
Pin BB31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_1p, CAD=io2.
Pin BE31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_2n, CAD=io3.
Pin BD31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_2p, CAD=io4.
Pin BG31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_3n, CAD=io5.
Pin BH31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_3p, CAD=io6.
Pin BJ31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_4n, CAD=io7.
Pin BK31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_4p, CAD=io8.
Pin BK32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_5n, CAD=io9.
Pin BJ32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_5p, CAD=io10.
Pin BL33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_6n, CAD=io11.
Pin BL32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_6p, CAD=io12.
Pin BD32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_7n, CAD=io13.
Pin BE32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_7p, CAD=io14.
Pin BF32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_8n, CAD=io15.
Pin BG32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_8p, CAD=io16.
Pin AY32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_9n, CAD=io17.
Pin AW32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_9p, CAD=io18.
Pin BA32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_10n, CAD=io19.
Pin BB32 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_10p, CAD=io20.
Pin BB33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_11n, CAD=io21.
Pin BA33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_11p, CAD=io22.
Pin AY31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_12n, CAD=io23.
Pin AW31 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_12p, CAD=io24.
Pin BF33 name differs in MANUFACTURER and CAD pinout files MAN=lvds2b_13n, CAD=io25.
